X,Y,OGF_ID,LOCATION_ACCURACY,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-81.2210489,44.2372155,319510654,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,3585
-79.8157699,43.2116871,319510621,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,3601
-84.2819963,46.8079837,319510658,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,3617
-79.6788756,43.4893111,319510496,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,3633
-79.8144674,43.9180233,319510526,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,3649
-80.8175921,44.3334586,319510615,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,3665
-80.8377964,44.5158246,319510475,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,3681
-80.8955377,44.2609985,319510613,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,3697
-76.6155548,45.1813526,319510678,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,3713
-79.7512552,43.4597279,319510501,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,3729
-81.8516441,42.3023039,319510656,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,3745
-80.2734372,43.5874242,319510608,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,3761
-81.4749122,43.9659036,319510662,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,3777
-80.8677725,44.4954983,319510609,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,3793
-79.9061997,43.2650228,319510553,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,3809
-79.8214692,43.932076,319510693,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:21+00,2023/11/21 22:35:20+00,3825
-79.3114,46.3455244,319510544,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,3841
-86.5849681,48.77635,319510576,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,3857
-80.2768417,44.4281236,319510655,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,3873
-76.6054418,45.1855242,319510669,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,3889
-81.5578589,44.3245218,319510516,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,3905
-79.8319686,43.9343613,319510631,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,3921
-93.4778517,49.8996776,319510628,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,3937
-81.4888275,44.404081,319510498,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,3953
-81.0798779,43.973717,319510666,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,3969
-79.3180072,46.3424543,319510681,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,3985
-79.7184178,43.3764725,319510497,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,4001
-79.8270842,43.9293198,319510660,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,4017
-80.2881865,44.4242541,319510619,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4033
-79.8430818,43.955167,319510668,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4049
-81.1098562,44.699828,319510698,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,4065
-80.931358,44.745869,319510573,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,4081
-81.2305421,44.9672629,319510684,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,4097
-80.8821402,44.2870327,319510610,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,4113
-79.7548894,43.2109366,319510591,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,4129
-76.6980289,45.1094725,319510637,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,4145
-80.8100936,44.5073808,319510477,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,4161
-80.4708447,42.6576304,319510627,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4177
-81.8013168,43.2834811,319510571,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,4193
-76.8213569,45.0362282,319510650,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,4209
-80.5428416,44.2851962,319510512,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,4225
-79.8305694,43.9278331,319510634,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,4241
-76.0757791,44.3541104,319510639,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,4257
-79.9925445,43.2392017,319510600,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,4273
-81.5233555,45.2362495,319510589,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,4289
-81.1424363,44.8200518,319510630,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,4305
-76.0748915,44.3540472,319510642,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,4321
-76.553549,45.1777236,319510620,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4337
-91.1555851,48.6562914,319510495,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4353
-79.9066876,43.2865418,319510664,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4369
-76.5845419,45.1946921,319510672,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4385
-87.3968516,48.8382245,319510574,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,4401
-81.0722595,44.6294584,319510612,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,4417
-81.4824309,43.6252826,319510467,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,4433
-80.0244321,43.9806099,319510522,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,4449
-76.7617821,45.0782686,319510675,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,4465
-80.0214078,43.8243999,319510565,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,4481
-81.1041623,44.7000435,319510697,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,4497
-76.3721026,45.3325058,319510474,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,4513
-80.7968783,44.53679,319510597,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,4529
-79.9038832,43.2840105,319510667,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4545
-80.9294494,44.5505727,319510569,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,4561
-91.9338133,50.1035729,319510524,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,4577
-83.1062941,46.2670346,319510687,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,4593
-76.2583848,45.2445471,319510670,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4609
-76.28543,44.714721,319510578,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4625
-82.5124533,41.9332587,319510518,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4641
-79.9224218,43.4961983,319510510,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4657
-79.3081689,46.3479894,319510651,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,4673
-76.0217952,44.5179871,319510532,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,4689
-79.7134485,43.4478487,319510503,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,4705
-76.54512,44.9936217,319510671,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,4721
-80.0142036,43.9935246,319510625,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4737
-77.8000993,44.295959,319510633,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,4753
-82.7507472,45.7919308,319510490,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,4769
-94.0495998,49.4252303,319510464,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:00+00,2023/11/21 22:35:20+00,4785
-79.832967,43.9261905,319510523,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,4801
-81.8544111,42.2816866,319510688,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:21+00,2023/11/21 22:35:20+00,4817
-80.7168471,44.4164046,319510617,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4833
-84.3033232,46.8047251,319510647,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4849
-79.8274929,43.9334855,319510692,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:21+00,2023/11/21 22:35:20+00,4865
-80.3067832999999,44.4415011,319510622,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4881
-79.3146954,44.0342271,319510677,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,4897
-81.0120192,44.6759491,319510560,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,4913
-76.27069,44.85128,319510585,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,4929
-88.7790431,48.3853562,319510570,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,4945
-76.4047194,44.506438,319510564,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,4961
-80.7630411,44.406885,319510616,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,4977
-84.35218,46.7858781,319510657,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,4993
-81.3804637,46.5882748,319510701,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,5009
-80.1493882,44.1738332,319510602,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5025
-76.5076248,44.2830692,319510491,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,5041
-79.3332285,44.2221452,319510487,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5057
-78.782937,43.8723364,319510483,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5073
-88.7498092,48.4644197,319510599,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5089
-81.3810596,46.588376,319510702,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,5105
-79.3611416,44.5857764,319510531,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,5121
-81.4866217,43.6368477,319510468,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,5137
-76.4092778999999,44.6853591,319510582,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,5153
-78.4589601,44.1196196,319510489,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,5169
-80.4169096,44.3437391000001,319510513,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,5185
-76.4742068,44.5047883,319510581,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,5201
-79.9977183,43.2548406,319510507,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,5217
-85.6475936,48.6952097,319510566,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,5233
-80.9342034,44.5257775,319510478,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5249
-77.1593881,45.3529221,319510473,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,5265
-79.3582932,44.0238881,319510543,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,5281
-80.7334473,44.6376047,319510557,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,5297
-84.7303189,47.7024286,319510499,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,5313
-79.3229654,44.0424526,319510590,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,5329
-94.0544859,49.4217745,319510575,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,5345
-84.5611048,47.2783362,319510484,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,5361
-81.0749146,44.7725818,319510537,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,5377
-79.351257,43.1215718,319510572,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,5393
-76.4206121,44.6172987,319510583,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,5409
-80.2995185,43.1390581,319510592,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,5425
-80.0074789,43.2342742,319510520,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,5441
-79.7814435,43.2096451,319510534,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,5457
-81.4799551,43.9679535,319510547,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,5473
-76.8129276,45.0374655,319510683,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,5489
-91.9132414,50.1102437,319510525,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,5505
-79.9021656,43.284599,319510624,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,5521
-81.0191076,44.6479246,319510558,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,5537
-79.7730774,43.4419472,319510493,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,5553
-79.8382738,43.9190766,319510652,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,5569
-84.3369298,46.7953541,319510527,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,5585
-81.3654042,43.9279819,319510479,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5601
-80.9556829,44.3987975,319510607,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,5617
-94.0368883,49.4216949,319510508,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,5633
-78.7573605,44.0585732,319510579,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,5649
-79.7268369,43.3866935,319510494,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,5665
-79.8348381,43.9327033,319510638,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,5681
-76.3675483,45.3313345,319510605,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,5697
-88.7429463,48.4484688,319510502,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,5713
-79.3081517,46.3480117,319510595,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5729
-80.5847918,44.4425467,319510476,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5745
-79.9729317,43.63245,319510598,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5761
-81.0790668,44.5799593,319510528,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,5777
-79.181798,44.0180201,319510594,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5793
-76.5083277,44.2810545,319510492,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,5809
-79.3268375,44.0585622,319510648,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,5825
-79.6952952,43.2055717,319510533,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,5841
-80.3090082,44.4468354,319510580,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:11+00,2023/11/21 22:35:20+00,5857
-80.3684052999999,43.3087405,319510611,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,5873
-76.2200459,44.7872165,319510556,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,5889
-84.8473288,47.5845465,319510506,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,5905
-82.7158567,46.5857554,319510480,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,5921
-81.5035174,43.6335977,319510505,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,5937
-79.9270784,43.6844812000001,319510601,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,5953
-81.018153,44.6847956,319510561,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,5969
-79.8247886,43.9293165,319510640,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,5985
-88.8213009,48.3407774,319510517,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,6001
-81.0989499,44.7002272,319510563,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,6017
-81.213727,44.2382891,319510593,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,6033
-76.0715149,44.3556025,319510470,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,6049
-79.9002502,43.2851134,319510665,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,6065
-91.1306266,48.6700408,319510661,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6081
-82.5360991,49.2983961,319510588,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,6097
-79.2749137,43.1144184,319510530,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6113
-77.3369664,45.8538276,319510471,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6129
-80.5601254,42.6486521,319510623,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,6145
-84.3319896,46.7966564,319510641,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6161
-80.2896016,44.4452064,319510659,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,6177
-76.590989,45.2026027,319510673,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,6193
-84.3195512,46.7999814,319510689,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6209
-76.5916021,45.1923896,319510603,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,6225
-76.7089087,45.0995129,319510646,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,6241
-81.1317129,44.8167128,319510685,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,6257
-81.8509341,42.3140848,319510549,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,6273
-77.3214281,45.7545043,319510472,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,6289
-80.5664788,45.9318025,319510538,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,6305
-76.5957243,45.2080932,319510680,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,6321
-79.8228737,43.9288461,319510694,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:21+00,2023/11/21 22:35:20+00,6337
-81.0840116,43.9732177,319510682,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,6353
-77.7073946,43.9968818,319510554,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,6369
-81.5740778,43.6348759,319510481,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,6385
-80.566208,43.6219904,319510515,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,6401
-78.3542164,44.5515116,319510485,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,6417
-78.0706218,44.920822,319510521,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,6433
-76.03928,44.5038732,319510663,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:19+00,2023/11/21 22:35:20+00,6449
-76.1992221,44.532948,319510469,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,6465
-79.8205496,43.927315,319510696,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,6481
-91.1259364,48.6748058,319510519,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:06+00,2023/11/21 22:35:20+00,6497
-76.5594613,45.1764043,319510679,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,6513
-77.3475597,45.5899081,319510629,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,6529
-80.3233853,44.4034296,319510536,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,6545
-81.1090175,44.8950901,319510644,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,6561
-76.5551645,44.5045796,319510596,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6577
-76.6011386,45.2058459,319510699,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,6593
-84.233761,49.2864312,319510555,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:51:16+00,2023/11/21 22:35:20+00,6609
-75.832987,44.973132,319510584,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,6625
