X,Y,OGF_ID,LOCATION_ACCURACY,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-80.3676603,44.4052996,319510514,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,6641
-76.8193525,45.0414757,319510643,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,6657
-80.27431,43.5879497,319510700,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,6673
-75.819116,45.198424,319510586,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,6689
-91.1057821,48.67025,319510546,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6705
-76.7119507,45.0965848,319510604,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:13+00,2023/11/21 22:35:20+00,6721
-84.2824002999999,46.807857,319510690,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6737
-79.9494176,43.4708329,319510567,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,6753
-80.7667631,44.426671,319510618,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,6769
-77.80015,44.2958117,319510551,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,6785
-80.2060762999999,44.3500341,319510511,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,6801
-81.0605976,44.6832076,319510562,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,6817
-79.823097,43.9281532,319510695,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:22+00,2023/11/21 22:35:20+00,6833
-77.800139,44.295625,319510635,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,6849
-76.5516328,44.9277359,319510674,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,6865
-79.7243309,43.3803911,319510500,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:04+00,2023/11/21 22:35:20+00,6881
-91.1334745,48.6718458,319510504,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6897
-84.3526776,46.7860055,319510542,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,6913
-79.8871186,43.3307529,319510535,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,6929
-77.8003757,44.2964017,319510636,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,6945
-77.8939325,44.4363776,319510488,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:03+00,2023/11/21 22:35:20+00,6961
-76.365768,44.547225,319510587,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:12+00,2023/11/21 22:35:20+00,6977
-80.9371234,44.5315658,319510463,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:00+00,2023/11/21 22:35:20+00,6993
-82.1678465,49.396934,319510550,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,7009
-84.3112285,46.8019826,319510691,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:21+00,2023/11/21 22:35:20+00,7025
-80.3898369,43.4187679,319510614,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:14+00,2023/11/21 22:35:20+00,7041
-75.2822422,45.4302627,319510540,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,7057
-80.7306731,43.1575576,319510466,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,7073
-76.6232326,45.175425,319510645,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,7089
-93.4673651,49.8980177,319510632,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:16+00,2023/11/21 22:35:20+00,7105
-81.7050608,43.6694657,319510539,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,7121
-81.0098375,44.6298542,319510559,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,7137
-78.4473802,44.1478859,319510486,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:02+00,2023/11/21 22:35:20+00,7153
-93.4691449,49.9041437,319510653,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:18+00,2023/11/21 22:35:20+00,7169
-79.2871633,43.1081353,319510509,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:05+00,2023/11/21 22:35:20+00,7185
-92.5031796,49.3766091,319510529,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:07+00,2023/11/21 22:35:20+00,7201
-79.3503022,43.7615452,319510568,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:10+00,2023/11/21 22:35:20+00,7217
-80.1987731,44.4843796,319510465,Within 10 metres,2023/11/21 15:39:15+00,2023/11/21 10:50:01+00,2023/11/21 22:35:20+00,7233
-76.5841766,45.194505,319510676,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:20+00,2023/11/21 22:35:20+00,7249
-84.3088006999999,46.8024883000001,319510541,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:08+00,2023/11/21 22:35:20+00,7265
-82.7265118,45.8004569,319510482,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:51:17+00,2023/11/21 22:35:20+00,7281
-76.2582285,45.2443718,319510649,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:17+00,2023/11/21 22:35:20+00,7297
-81.8488889,43.2497957,319510552,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,7313
-82.1534502,49.3462918,319510626,Within 10 metres,2023/11/21 15:39:14+00,2023/11/21 10:50:15+00,2023/11/21 22:35:20+00,7329
-80.9959465,44.6851002,319510548,Within 10 metres,2023/11/21 15:39:13+00,2023/11/21 10:50:09+00,2023/11/21 22:35:20+00,7345
-88.7970805,48.3442227,319513468,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,7361
-82.9227775,42.2971103,319513569,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,7377
-81.121072,44.951635,319513652,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,7393
-81.8270226,43.2505746,319513490,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,7409
-80.9077724,44.6166161,319513605,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,7425
-78.9193898,44.0366638,319513532,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:34+00,2023/11/23 22:45:20+00,7441
-81.3389266,45.1474509,319513470,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,7457
-79.2046364,44.2926893,319513565,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,7473
-80.3812422,44.5116764,319513633,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,7489
-81.8447616,43.2556102,319513543,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:35+00,2023/11/23 22:45:20+00,7505
-76.254679,44.7676479,319513650,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,7521
-79.4755341,43.6226579,319513494,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,7537
-79.1549848,43.1498996,319513549,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:35+00,2023/11/23 22:45:20+00,7553
-78.5406967,45.3092071,319513621,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:42+00,2023/11/23 22:45:20+00,7569
-81.2837257,45.0204619,319513599,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,7585
-78.5499467,45.24056,319513658,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,7601
-81.141291,44.7540409,319513529,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,7617
-79.9081252,43.2460897,319513479,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,7633
-79.3732851,43.821476,319513584,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,7649
-81.613247,45.249261,319513576,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,7665
-81.8031511,43.2737121,319513639,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,7681
-88.671942,48.7890178,319513519,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,7697
-78.5107983,45.2515668,319513659,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,7713
-79.6632676,43.2045441,319513557,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,7729
-80.5811545,44.4265967,319513606,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,7745
-78.5565407,45.2320427,319513665,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,7761
-92.6532417,49.7582277,319513510,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,7777
-80.012748,43.7952524,319513471,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,7793
-81.5233555,45.2362495,319513591,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,7809
-83.670955,49.7530223,319513572,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,7825
-78.4910175,45.258596,319513627,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:42+00,2023/11/23 22:45:20+00,7841
-80.2181361,45.3492068,319513509,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,7857
-79.980062,43.9736826,319513488,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,7873
-80.9964369,44.7888121,319513577,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,7889
-79.811577,43.1872868,319513483,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,7905
-79.8593864,43.3486852,319513642,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,7921
-79.98017,43.5930593,319513502,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,7937
-79.9482823,43.4635302,319513597,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,7953
-78.5600243,45.2569678,319513657,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,7969
-77.7264981,43.9981416,319513505,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,7985
-79.8519305,43.355884,319513595,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,8001
-81.338899,45.145444,319513511,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,8017
-80.0813884,44.0640331,319513480,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,8033
-81.4585307,46.6216921,319513566,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,8049
-78.4921634,45.2759046,319513653,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,8065
-78.2699817,44.2977387,319513495,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,8081
-79.9151722,43.2683007,319513601,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,8097
-78.48231,45.3142517,319513616,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,8113
-81.1279441,44.9531949,319513527,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,8129
-81.8441306,42.2806154,319513484,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,8145
-79.8794819,43.291948,319513535,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:34+00,2023/11/23 22:45:20+00,8161
-80.3572916,44.510776,319513475,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,8177
-92.1327712,48.3715772,319513562,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,8193
-81.3478576,45.1641649,319513636,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,8209
-83.917812,49.8420215,319513546,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8225
-77.8817335,44.4371239,319513614,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,8241
-78.6086183,45.2614567,319513618,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,8257
-83.9157406,49.8405122,319513669,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8273
-81.65628,45.257161,319513512,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,8289
-79.9372039,43.2904391,319513472,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,8305
-81.8109544,43.2663116,319513592,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,8321
-91.5836447,48.7520595,319513580,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,8337
-92.6546707,49.7619441000001,319513632,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,8353
-81.8323914,43.2637213,319513583,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,8369
-90.1701601,50.2411921,319513582,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,8385
-78.6006436,45.2429033,319513641,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,8401
-80.2105933,44.3426748,319513540,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:35+00,2023/11/23 22:45:20+00,8417
-78.6122786,45.2789605,319513620,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,8433
-78.588815,45.2267633,319513663,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,8449
-80.9469656,44.5371368,319513521,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8465
-80.5888467,43.4187609,319513458,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:28+00,2023/11/23 22:45:20+00,8481
-81.8214569,43.0845583,319513588,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,8497
-81.8753625,43.2375747,319513575,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,8513
-79.9743993,43.2328398,319513491,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,8529
-81.3307258,45.1333821,319513600,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,8545
-79.9790881,43.2816549,319513534,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:34+00,2023/11/23 22:45:20+00,8561
-78.5322123,45.2410515,319513660,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,8577
-77.9794911,45.0632212,319513485,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8593
-76.2863266,45.0377911,319513573,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,8609
-79.5718818,43.1836498,319513526,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,8625
-79.9254714,43.2985821,319513568,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,8641
-78.3749111,44.3090449,319513467,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:28+00,2023/11/23 22:45:20+00,8657
-78.5611981,45.2551499,319513656,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,8673
-84.7991582,47.6587429,319513503,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8689
-79.9718977,43.5830379,319513624,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:42+00,2023/11/23 22:45:20+00,8705
-86.6237333,48.7938679,319513537,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:34+00,2023/11/23 22:45:20+00,8721
-80.8969708,44.3917685,319513473,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,8737
-76.5896126,44.4571135,319513551,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8753
-79.7549629,43.2114119,319513651,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,8769
-79.8115779,43.1868389,319513644,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,8785
-81.633566,46.923329,319513499,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8801
-78.5912126,45.2246779,319513617,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,8817
-84.68913,49.4637981,319513517,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8833
-80.3456735,44.4589948,319513460,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:28+00,2023/11/23 22:45:20+00,8849
-80.3465637,42.6942127,319513559,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8865
-80.0688624,44.0283036,319513646,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8881
-79.132615,43.0550176,319513544,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:35+00,2023/11/23 22:45:20+00,8897
-79.977124,43.578136,319513609,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,8913
-79.9793994,43.2769332,319513668,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:46+00,2023/11/23 22:45:20+00,8929
-80.3679927,44.3539263,319513514,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,8945
-78.0216961,45.3235716,319513500,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,8961
-94.2352295,49.6814632,319513550,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,8977
-80.062064,44.0469817,319513598,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,8993
-91.1541941,48.6580942000001,319513607,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9009
-81.8462823,42.3155991,319513530,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,9025
-82.7435283,46.5860183,319513481,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,9041
-91.5428821,49.4703897,319513589,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,9057
-81.0397649,44.7767034,319513553,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,9073
-80.001942,43.8101081,319513631,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:43+00,2023/11/23 22:45:20+00,9089
-80.9757146,44.7203577,319513541,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:35+00,2023/11/23 22:45:20+00,9105
-78.5913633,45.2215283,319513664,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:45+00,2023/11/23 22:45:20+00,9121
-76.6719251,45.1644148,319513574,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:37+00,2023/11/23 22:45:20+00,9137
-81.573207,45.2014883,319513648,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,9153
-79.3797479999999,43.8336701,319513506,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,9169
-94.2229986,49.6843171,319513476,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,9185
-80.3633809,44.5095849,319513585,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,9201
-79.892277,43.3174793,319513578,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:38+00,2023/11/23 22:45:20+00,9217
-78.5379975,45.2880306,319513629,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:42+00,2023/11/23 22:45:20+00,9233
-78.0430934,44.6090729,319513523,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,9249
-79.9846237,43.9741262,319513486,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:30+00,2023/11/23 22:45:20+00,9265
-81.0752228,44.7723207,319513558,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,9281
-78.5187133,45.253635,319513628,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:42+00,2023/11/23 22:45:20+00,9297
-82.5134542,42.0414145,319513493,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,9313
-80.3481738999999,42.689164,319513604,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9329
-81.1664209,44.9537848000001,319513522,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,9345
-79.9738982,43.2791703,319513615,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:41+00,2023/11/23 22:45:20+00,9361
-78.3378871,44.311928,319513538,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:34+00,2023/11/23 22:45:20+00,9377
-91.5483528,49.4686764,319513466,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:28+00,2023/11/23 22:45:20+00,9393
-76.255206,44.7671311,319513555,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,9409
-80.0013824,43.2378686,319513645,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,9425
-81.49551,43.6197745,319513498,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:31+00,2023/11/23 22:45:20+00,9441
-81.8442287,43.2479085,319513602,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9457
-81.844126,42.3024182,319513603,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9473
-78.7838985,43.8736844,319513524,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,9489
-79.8622287,43.3486592,319513463,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:28+00,2023/11/23 22:45:20+00,9505
-79.9620213,43.274955,319513556,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,9521
-80.5562466,45.9243306,319513563,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,9537
-88.7984477,48.3448378000001,319513649,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:44+00,2023/11/23 22:45:20+00,9553
-79.4748393,43.1483003,319513507,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:32+00,2023/11/23 22:45:20+00,9569
-82.7054707,46.5840507,319513548,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:25:12+00,2023/11/23 22:45:20+00,9585
-79.9574,43.273899,319513612,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9601
-79.8618651,43.352183,319513610,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:40+00,2023/11/23 22:45:20+00,9617
-80.2333151,43.1355575,319513525,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:33+00,2023/11/23 22:45:20+00,9633
-79.3995227,44.315481,319513478,Within 10 metres,2023/11/23 17:14:11+00,2023/11/22 11:23:29+00,2023/11/23 22:45:20+00,9649
-80.0083195,43.2342381,319513593,Within 10 metres,2023/11/23 17:14:13+00,2023/11/22 11:23:39+00,2023/11/23 22:45:20+00,9665
-80.7070342,43.3608167,319513552,Within 10 metres,2023/11/23 17:14:12+00,2023/11/22 11:23:36+00,2023/11/23 22:45:20+00,9681
